,0
2023-12-13,-3.7960708e-06
2023-12-14,-2.3767352e-06
2023-12-15,1.0170043e-06
2023-12-18,-4.6528876e-06
2023-12-19,-4.544854e-06
2023-12-20,-5.096197e-06
2023-12-21,-3.7066638e-06
2023-12-22,-4.0717423e-06
2023-12-25,-4.2542815e-06
2023-12-26,-2.8684735e-06
2023-12-27,-4.7013164e-06
2023-12-28,-5.2936375e-06
2023-12-29,-5.7034194e-06
