,0
2010-01-05,0.002960038703893053
2010-01-06,-0.0003684582296230423
2010-01-07,-0.013471860452418554
2010-01-08,0.009874619791532558
2010-01-11,0.003160906819820281
2010-01-12,-0.020475503882583204
2010-01-13,0.008210554545120607
2010-01-14,0.02135416232883549
2010-01-15,-0.013554686456438729
2010-01-18,-0.004380784819976028
2010-01-19,0.016208555244827602
2010-01-20,-0.018053331451148034
2010-01-21,-0.04729762247335761
2010-01-22,-0.04013845978901367
2010-01-25,-0.0022499668532008727
2010-01-26,-0.0031016660567863338
2010-01-27,0.013630402720635102
2010-01-28,0.014222379996062816
2010-01-29,-0.003931806117914653
2010-02-01,0.021809931943183272
2010-02-02,0.021572490419287924
2010-02-03,0.021986195999200396
2010-02-04,-0.02049254466359856
2010-02-05,0.031502595674425496
2010-02-08,-0.04377830580561912
2010-02-09,0.009151415525985085
2010-02-10,-0.012966862410166344
2010-02-11,0.021694138824468176
2010-02-12,0.01367796518746112
2010-02-15,0.002987113145747726
2010-02-16,0.01711476226907952
2010-02-17,-0.004099103555057935
2010-02-18,0.01732430311878914
2010-02-19,0.004453269338661907
2010-02-22,-0.0034096389305353463
2010-02-23,-0.004953884166944644
2010-02-24,0.0027296006360671803
2010-02-25,0.01772206471318492
2010-02-26,0.0004811404019258959
2010-03-01,0.011219254545726372
2010-03-02,0.025599803060136515
2010-03-03,0.005437178874464252
2010-03-04,0.026720208654331036
2010-03-05,0.017617958787519986
2010-03-08,0.003689459217604621
2010-03-09,0.001587614739872751
2010-03-10,-0.0030137264313802037
2010-03-11,0.009040908384628055
2010-03-12,0.003507882979335776
2010-03-15,-0.00014131043563361464
2010-03-16,-0.00392749057193268
2010-03-17,0.006251719874768165
2010-03-18,0.018779973911709123
2010-03-19,0.015069213204172004
2010-03-22,-0.009502363040299921
2010-03-23,0.0034325411034268087
2010-03-24,-0.0037246194852559042
2010-03-25,0.004305533008002042
2010-03-26,0.0025077751542848404
2010-03-29,0.007070263200808042
2010-03-30,-0.006610799532621624
2010-03-31,-0.004427899562165739
2010-04-01,0.006739542327959849
2010-04-02,-0.0013249002092050538
2010-04-05,0.022386257199325684
2010-04-06,0.003869396184281445
2010-04-07,-0.019264692868545298
2010-04-08,0.016676931968356967
2010-04-09,0.009470016738220972
2010-04-12,0.005433879992970087
2010-04-13,-0.004011213798556909
2010-04-14,0.009209067385394808
2010-04-15,-0.0013407956875771052
2010-04-16,-0.03869640833842984
2010-04-19,0.00436935269291087
2010-04-20,0.006257593992852641
2010-04-21,0.0006878075162659973
2010-04-22,0.022652708835112615
2010-04-23,0.020749839788230272
2010-04-26,0.01172226459694442
2010-04-27,-0.05487451437361905
2010-04-28,-0.03743886983608628
2010-04-29,0.031604705038918546
2010-04-30,-0.036422979500541894
2010-05-03,-0.0012949348104332112
2010-05-04,-0.031098891665387922
2010-05-05,0.016035326634241988
2010-05-06,-0.03158726625508375
2010-05-07,-0.05462109306848104
2010-05-10,0.020418270969895395
2010-05-11,0.006604409015720833
2010-05-12,0.016630508253916616
2010-05-13,-0.006911588651995742
2010-05-14,-0.00669952129762439
2010-05-17,-0.003224025427924597
2010-05-18,-0.02781698141563037
2010-05-19,-0.004036372533679396
2010-05-20,-0.05244041962704199
2010-05-21,0.037519747372946895
2010-05-24,-0.020179904148404947
2010-05-25,-0.0020833450933897026
2010-05-26,-0.005501524437825884
2010-05-27,0.03972628535260928
2010-05-28,-0.01213865082141495
2010-05-31,-0.004783413253001197
2010-06-01,-0.0058150186736643066
2010-06-02,0.012816756846982665
2010-06-03,0.006910322377434594
2010-06-04,-0.015120592022406402
2010-06-07,-0.014935666366036434
2010-06-08,0.0059660661889439
2010-06-09,-0.001947836610432985
2010-06-10,0.039222712355422976
2010-06-11,0.016169819791955795
2010-06-14,-0.004270035720391965
2010-06-15,0.03430942254263034
2010-06-16,-0.010118878461918935
2010-06-17,-0.011604047791115062
2010-06-18,-0.005390099509073251
2010-06-21,-0.010250007881625972
2010-06-22,-0.015080719592217351
2010-06-23,-0.010683290454772114
2010-06-24,-0.011482631242621652
2010-06-25,0.032416184792400125
2010-06-28,0.0007501189927127047
2010-06-29,-0.041475232188678816
2010-06-30,-0.022937839704789728
2010-07-01,-0.00251347136314288
2010-07-02,-0.020232125993384094
2010-07-05,-0.0023775299225226197
2010-07-06,0.009423113948520842
2010-07-07,0.021445914374972827
2010-07-08,0.013348528621975135
2010-07-09,0.016539636461653115
2010-07-12,-0.0024677093952067595
2010-07-13,0.011300372955845121
2010-07-14,-0.012237365267212114
2010-07-15,0.0015292201624050473
2010-07-16,-0.026598574321843052
2010-07-19,0.0027098331298659696
2010-07-20,0.030423352688724814
2010-07-21,-0.022406889952675826
2010-07-22,0.03307577719984151
2010-07-23,0.019607664653460213
2010-07-26,0.01904702571699024
2010-07-27,0.030033301942077012
