,0
2010-01-05,-5.834580896317814e-05
2010-01-06,4.8902748143453195e-05
2010-01-07,1.8903035973084556e-05
2010-01-08,-0.0001107946103581503
2010-01-11,-2.1689251401363352e-05
2010-01-12,-0.00016857072966071016
2010-01-13,3.1703141990942554e-05
2010-01-14,-5.8803775118708435e-05
2010-01-15,3.2706621582475996e-05
2010-01-18,4.446465991475789e-05
2010-01-19,-0.00016294279558282652
2010-01-20,-4.7420015791001593e-05
2010-01-21,-0.0007828749784303465
2010-01-22,-0.00012162503978549455
2010-01-25,0.0002574299272599728
2010-01-26,3.061357640036025e-06
2010-01-27,0.0001843558185192981
2010-01-28,6.82472452078484e-05
2010-01-29,0.000116868826761575
2010-02-01,0.00012649961318174016
2010-02-02,1.580119803717625e-05
2010-02-03,0.0003260858920992593
2010-02-04,-0.0003502491565878993
2010-02-05,1.6208868626629153e-05
2010-02-08,-0.00027854066523293197
2010-02-09,0.000660332414093307
2010-02-10,0.0003132975714212642
2010-02-11,0.00012112530524381214
2010-02-12,0.0002750171062107431
2010-02-15,0.0002682420393079318
2010-02-16,-3.2469016601257075e-05
2010-02-17,-3.476208577003672e-05
2010-02-18,-2.4886858745668764e-05
2010-02-19,-6.636257907782794e-05
2010-02-22,-0.0001949762377882894
2010-02-23,-1.5678949833116546e-05
2010-02-24,-1.0518588989131064e-05
2010-02-25,-1.4629016846854151e-05
2010-02-26,-3.848000894981661e-05
2010-03-01,-5.586198327659289e-05
2010-03-02,-6.01988427212756e-05
2010-03-03,2.1335489353742354e-05
2010-03-04,8.759252446369561e-05
2010-03-05,4.539534982072636e-05
2010-03-08,3.6488047348742e-05
2010-03-09,4.970345580494664e-05
2010-03-10,0.00012061943479268816
2010-03-11,-3.666404939367562e-05
2010-03-12,-6.830108046413123e-05
2010-03-15,0.0002049119454959759
2010-03-16,0.00016097584323224406
2010-03-17,9.534609695986511e-05
2010-03-18,5.626806332411846e-05
2010-03-19,0.00028544563830230907
2010-03-22,-2.522711005556108e-06
2010-03-23,4.970309596870684e-06
2010-03-24,0.0001602031549464084
2010-03-25,0.00014635315037816793
2010-03-26,0.000149986339375571
2010-03-29,5.004807383896751e-05
2010-03-30,6.150103100607471e-05
2010-03-31,0.00020783293161290121
2010-04-01,0.00018731975237222683
2010-04-02,0.0001814809426097456
2010-04-05,2.7054873672150564e-05
2010-04-06,0.00025232765560651666
2010-04-07,7.460559497299984e-05
2010-04-08,8.884683670139226e-05
2010-04-09,0.00014386494912648103
2010-04-12,9.796088538493748e-05
2010-04-13,0.00016003585496135496
2010-04-14,4.748899366830567e-05
2010-04-15,0.0002176475740880224
2010-04-16,-4.300797320157951e-05
2010-04-19,0.00022970293036157427
2010-04-20,0.00014874485198173443
2010-04-21,0.00025239729523677396
2010-04-22,0.00015118592532503
2010-04-23,5.048095755558549e-05
2010-04-26,0.00013458755587996557
2010-04-27,-0.0008795540964165252
2010-04-28,0.00032112815210978
2010-04-29,6.895430155173105e-05
2010-04-30,0.00010148084284471864
2010-05-03,0.00027557154835125726
2010-05-04,-0.00017722194791134488
2010-05-05,0.0004018822478940136
2010-05-06,0.0002107933311511767
2010-05-07,0.00018635911892944668
2010-05-10,0.0006525143719476496
2010-05-11,0.0006380928371384972
2010-05-12,-3.5319506599563316e-05
2010-05-13,0.00011150962000549061
2010-05-14,0.0004695220125317239
2010-05-17,0.0003558935936233263
2010-05-18,0.00010231631431740704
2010-05-19,0.0005994175889114176
2010-05-20,-0.0002717617048414722
2010-05-21,0.00040056474042769047
2010-05-24,0.0005224132966638248
2010-05-25,0.0006181642490521635
2010-05-26,0.00042054810903217367
2010-05-27,-0.000432000042575216
2010-05-28,0.00017587838645679102
2010-05-31,0.0003512401377238227
2010-06-01,0.00031444652693477133
2010-06-02,-1.1670170274223624e-05
2010-06-03,0.00011448901010536333
2010-06-04,0.0002957047068012919
2010-06-07,0.00030023500267479207
2010-06-08,0.0003415914686557106
2010-06-09,0.00031999566119293027
2010-06-10,-0.0005414365827823286
2010-06-11,6.303758865109504e-05
2010-06-14,0.00011697003511055475
2010-06-15,-0.0003495708083976791
2010-06-16,-4.6103110460710486e-05
2010-06-17,-1.8399359219857525e-06
2010-06-18,7.704478018095116e-05
2010-06-21,9.280571047446534e-05
2010-06-22,-5.492085421641285e-06
2010-06-23,0.0001140962798865169
2010-06-24,0.0001405083873045089
2010-06-25,-6.200892102868616e-05
2010-06-28,0.00015890623763745778
2010-06-29,-0.0005887494205508784
2010-06-30,0.00038803223779603803
2010-07-01,0.0005032285246142241
2010-07-02,-1.4675677303954693e-06
2010-07-05,0.00030558657987993557
2010-07-06,0.0004086383456656851
2010-07-07,4.0068832296423496e-05
2010-07-08,0.00010851377719359352
2010-07-09,8.030206703300152e-05
